"Population"	"Units"	"Date"	"Sex"	"Ethnic Grou"	"region"	"Age"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 75 to 79"	"number"	409	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 80 to 84"	"number"	228	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"South West"	"Age 85 and over"	"number"	123	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 0 to 4"	"number"	706	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 5 to 7"	"number"	379	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 8 to 9"	"number"	240	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 10 to 14"	"number"	550	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 15"	"number"	99	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 16 to 17"	"number"	268	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 18 to 19"	"number"	301	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 20 to 24"	"number"	839	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 25 to 29"	"number"	858	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 30 to 34"	"number"	830	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 35 to 39"	"number"	757	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 40 to 44"	"number"	667	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 45 to 49"	"number"	590	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 50 to 54"	"number"	388	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 55 to 59"	"number"	213	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 60 to 64"	"number"	147	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 65 to 69"	"number"	116	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 70 to 74"	"number"	128	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 75 to 79"	"number"	89	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 80 to 84"	"number"	57	""
"All usual residents"	"Persons"	"2011"	"Females"	"Black/African/Caribbean/Black British: Total"	"Wales"	"Age 85 and over"	"number"	39	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 0 to 4"	"number"	576	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 5 to 7"	"number"	243	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 8 to 9"	"number"	193	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 10 to 14"	"number"	301	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 15"	"number"	53	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 16 to 17"	"number"	103	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 18 to 19"	"number"	157	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 20 to 24"	"number"	435	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 25 to 29"	"number"	488	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 30 to 34"	"number"	435	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 35 to 39"	"number"	402	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 40 to 44"	"number"	294	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 45 to 49"	"number"	229	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 50 to 54"	"number"	133	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 55 to 59"	"number"	111	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 60 to 64"	"number"	59	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 65 to 69"	"number"	47	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 70 to 74"	"number"	27	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 75 to 79"	"number"	16	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 80 to 84"	"number"	15	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North East"	"Age 85 and over"	"number"	11	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 0 to 4"	"number"	2304	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 5 to 7"	"number"	1118	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 8 to 9"	"number"	648	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 10 to 14"	"number"	1374	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 15"	"number"	229	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 16 to 17"	"number"	488	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 18 to 19"	"number"	651	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 20 to 24"	"number"	1495	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 25 to 29"	"number"	2128	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 30 to 34"	"number"	1944	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 35 to 39"	"number"	1550	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 40 to 44"	"number"	1166	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 45 to 49"	"number"	816	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 50 to 54"	"number"	607	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 55 to 59"	"number"	392	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 60 to 64"	"number"	288	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 65 to 69"	"number"	193	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 70 to 74"	"number"	127	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 75 to 79"	"number"	124	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 80 to 84"	"number"	72	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"North West"	"Age 85 and over"	"number"	64	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 0 to 4"	"number"	2254	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 5 to 7"	"number"	1114	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 8 to 9"	"number"	607	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 10 to 14"	"number"	1339	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 15"	"number"	227	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 16 to 17"	"number"	423	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 18 to 19"	"number"	534	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 20 to 24"	"number"	1740	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	2097	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 30 to 34"	"number"	1686	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 35 to 39"	"number"	1362	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 40 to 44"	"number"	1019	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 45 to 49"	"number"	640	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 50 to 54"	"number"	558	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 55 to 59"	"number"	376	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 60 to 64"	"number"	236	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 65 to 69"	"number"	143	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 70 to 74"	"number"	139	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 75 to 79"	"number"	123	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 80 to 84"	"number"	104	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"Yorkshire and The Humber"	"Age 85 and over"	"number"	43	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 0 to 4"	"number"	1280	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 5 to 7"	"number"	593	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 8 to 9"	"number"	354	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 10 to 14"	"number"	652	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 15"	"number"	107	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 16 to 17"	"number"	230	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 18 to 19"	"number"	358	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 20 to 24"	"number"	1008	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 25 to 29"	"number"	1429	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 30 to 34"	"number"	1107	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 35 to 39"	"number"	995	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 40 to 44"	"number"	679	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 45 to 49"	"number"	504	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 50 to 54"	"number"	436	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 55 to 59"	"number"	349	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 60 to 64"	"number"	246	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 65 to 69"	"number"	138	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 70 to 74"	"number"	118	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 75 to 79"	"number"	85	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 80 to 84"	"number"	56	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East Midlands"	"Age 85 and over"	"number"	51	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 0 to 4"	"number"	2579	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 5 to 7"	"number"	1303	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 8 to 9"	"number"	737	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 10 to 14"	"number"	1640	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 15"	"number"	319	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 16 to 17"	"number"	648	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 18 to 19"	"number"	636	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 20 to 24"	"number"	1933	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 25 to 29"	"number"	2263	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 30 to 34"	"number"	2169	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 35 to 39"	"number"	1772	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 40 to 44"	"number"	1337	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 45 to 49"	"number"	1018	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 50 to 54"	"number"	896	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 55 to 59"	"number"	790	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 60 to 64"	"number"	579	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 65 to 69"	"number"	377	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 70 to 74"	"number"	337	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 75 to 79"	"number"	269	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 80 to 84"	"number"	166	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"West Midlands"	"Age 85 and over"	"number"	112	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East"	"Age 0 to 4"	"number"	1123	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East"	"Age 5 to 7"	"number"	547	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East"	"Age 8 to 9"	"number"	274	""
"All usual residents"	"Persons"	"2011"	"Females"	"Other ethnic group: Total"	"East"	"Age 10 to 14"	"number"	682	""
