"Population"	"Units"	"Date"	"Sex"	"Highest Level of Qualificatio"	"region"	"Age"	"value type"	"value"	"flag"
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 35 to 39"	"number"	159998	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 40 to 44"	"number"	120661	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 45 to 49"	"number"	100984	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 50 to 54"	"number"	77178	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 55 to 59"	"number"	60263	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 60 to 64"	"number"	50009	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"London"	"Age 65 and over"	"number"	87715	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 16 to 18"	"number"	1580	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 19 to 24"	"number"	64230	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 25 to 29"	"number"	108196	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 30 to 34"	"number"	123418	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 35 to 39"	"number"	127661	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 40 to 44"	"number"	116500	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 45 to 49"	"number"	112405	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 50 to 54"	"number"	93871	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 55 to 59"	"number"	77251	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 60 to 64"	"number"	69039	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South East"	"Age 65 and over"	"number"	140979	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 16 to 18"	"number"	946	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 19 to 24"	"number"	35299	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 25 to 29"	"number"	59200	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 30 to 34"	"number"	63108	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 35 to 39"	"number"	65061	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 40 to 44"	"number"	64048	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 45 to 49"	"number"	64118	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 50 to 54"	"number"	55960	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 55 to 59"	"number"	49802	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 60 to 64"	"number"	46726	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"South West"	"Age 65 and over"	"number"	98850	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 16 to 18"	"number"	713	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 19 to 24"	"number"	22652	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 25 to 29"	"number"	34094	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 30 to 34"	"number"	34731	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 35 to 39"	"number"	34305	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 40 to 44"	"number"	33425	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 45 to 49"	"number"	32582	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 50 to 54"	"number"	28660	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 55 to 59"	"number"	25542	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 60 to 64"	"number"	23765	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Level 4 qualifications and above"	"Wales"	"Age 65 and over"	"number"	49687	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 16 to 18"	"number"	414	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 19 to 24"	"number"	2779	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 25 to 29"	"number"	2309	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 30 to 34"	"number"	2310	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 35 to 39"	"number"	2275	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 40 to 44"	"number"	2321	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 45 to 49"	"number"	2506	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 50 to 54"	"number"	3044	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 55 to 59"	"number"	3961	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 60 to 64"	"number"	5117	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North East"	"Age 65 and over"	"number"	13410	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 16 to 18"	"number"	1237	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 19 to 24"	"number"	9094	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 25 to 29"	"number"	10647	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 30 to 34"	"number"	9413	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 35 to 39"	"number"	8181	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 40 to 44"	"number"	7827	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 45 to 49"	"number"	7367	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 50 to 54"	"number"	8140	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 55 to 59"	"number"	10184	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 60 to 64"	"number"	13776	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"North West"	"Age 65 and over"	"number"	36005	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 16 to 18"	"number"	1181	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 19 to 24"	"number"	8083	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	8905	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 30 to 34"	"number"	7655	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 35 to 39"	"number"	6567	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 40 to 44"	"number"	6518	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 45 to 49"	"number"	6015	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 50 to 54"	"number"	6943	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 55 to 59"	"number"	8303	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 60 to 64"	"number"	10614	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"Yorkshire and The Humber"	"Age 65 and over"	"number"	25585	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 16 to 18"	"number"	997	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 19 to 24"	"number"	6990	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 25 to 29"	"number"	8532	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 30 to 34"	"number"	7252	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 35 to 39"	"number"	6186	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 40 to 44"	"number"	5921	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 45 to 49"	"number"	5837	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 50 to 54"	"number"	6683	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 55 to 59"	"number"	8217	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 60 to 64"	"number"	10129	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East Midlands"	"Age 65 and over"	"number"	24669	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 16 to 18"	"number"	1342	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 19 to 24"	"number"	8759	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 25 to 29"	"number"	10681	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 30 to 34"	"number"	9760	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 35 to 39"	"number"	8211	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 40 to 44"	"number"	7337	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 45 to 49"	"number"	6951	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 50 to 54"	"number"	7621	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 55 to 59"	"number"	9382	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 60 to 64"	"number"	11330	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"West Midlands"	"Age 65 and over"	"number"	30424	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 16 to 18"	"number"	1297	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 19 to 24"	"number"	8516	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 25 to 29"	"number"	11643	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 30 to 34"	"number"	10379	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 35 to 39"	"number"	8626	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 40 to 44"	"number"	7858	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 45 to 49"	"number"	7126	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 50 to 54"	"number"	7757	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 55 to 59"	"number"	9491	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 60 to 64"	"number"	12977	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"East"	"Age 65 and over"	"number"	34185	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 16 to 18"	"number"	2755	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 19 to 24"	"number"	28591	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 25 to 29"	"number"	46231	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 30 to 34"	"number"	46728	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 35 to 39"	"number"	36773	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 40 to 44"	"number"	30184	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 45 to 49"	"number"	24506	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 50 to 54"	"number"	21230	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 55 to 59"	"number"	19012	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 60 to 64"	"number"	18605	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"London"	"Age 65 and over"	"number"	48800	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"South East"	"Age 16 to 18"	"number"	2361	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"South East"	"Age 19 to 24"	"number"	12416	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"South East"	"Age 25 to 29"	"number"	16430	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Females"	"Other qualifications"	"South East"	"Age 30 to 34"	"number"	16043	""
